county,county_fips,evacuation_type,cbg_fips
harris,48201,voluntary,482012530003
harris,48201,voluntary,482012531001
harris,48201,voluntary,482012531002
harris,48201,voluntary,482012532001
harris,48201,voluntary,482012532002
harris,48201,voluntary,482012532003
harris,48201,voluntary,482012532004
harris,48201,voluntary,482012532005
harris,48201,voluntary,482012533001
harris,48201,voluntary,482012533002
harris,48201,voluntary,482012534001
harris,48201,voluntary,482012535001
harris,48201,voluntary,482012535002
harris,48201,voluntary,482012535003
harris,48201,voluntary,482012535004
harris,48201,voluntary,482012536001
harris,48201,voluntary,482012536002
harris,48201,voluntary,482012536003
harris,48201,voluntary,482012536004
harris,48201,voluntary,482012537001
harris,48201,voluntary,482012537002
harris,48201,voluntary,482012537003
harris,48201,voluntary,482012537004
harris,48201,voluntary,482012538001
harris,48201,voluntary,482012538002
harris,48201,voluntary,482012538003
harris,48201,voluntary,482012538004
harris,48201,voluntary,482012539001
harris,48201,voluntary,482012539002
harris,48201,voluntary,482012539003
harris,48201,voluntary,482012540001
harris,48201,voluntary,482012540002
harris,48201,voluntary,482012541001
harris,48201,voluntary,482012541002
harris,48201,voluntary,482012541003
harris,48201,voluntary,482012541004
harris,48201,voluntary,482012542001
harris,48201,voluntary,482012542002
harris,48201,voluntary,482012542003
harris,48201,voluntary,482012543001
harris,48201,voluntary,482012543002
harris,48201,voluntary,482012543003
harris,48201,voluntary,482012543004
harris,48201,voluntary,482012544001
harris,48201,voluntary,482012544002
harris,48201,voluntary,482012544003
harris,48201,voluntary,482012544004
harris,48201,voluntary,482012545001
harris,48201,voluntary,482012545002
harris,48201,voluntary,482012546001
harris,48201,voluntary,482012546002
harris,48201,voluntary,482012546003
harris,48201,voluntary,482012547001
harris,48201,voluntary,482013101001
harris,48201,voluntary,482013101002
harris,48201,voluntary,482013102001
harris,48201,voluntary,482013103001
harris,48201,voluntary,482013103002
harris,48201,voluntary,482013103003
harris,48201,voluntary,482013103004
harris,48201,voluntary,482013103005
harris,48201,voluntary,482013103006
harris,48201,voluntary,482013104001
harris,48201,voluntary,482013104002
harris,48201,voluntary,482013104003
harris,48201,voluntary,482013105001
harris,48201,voluntary,482013105002
harris,48201,voluntary,482013105003
harris,48201,voluntary,482013106001
harris,48201,voluntary,482013106002
harris,48201,voluntary,482013106003
harris,48201,voluntary,482013106004
harris,48201,voluntary,482013106005
harris,48201,voluntary,482013107001
harris,48201,voluntary,482013107002
harris,48201,voluntary,482013108001
harris,48201,voluntary,482013108002
harris,48201,voluntary,482013109001
harris,48201,voluntary,482013109002
harris,48201,voluntary,482013109003
harris,48201,voluntary,482013109004
harris,48201,voluntary,482013109005
harris,48201,voluntary,482013110001
harris,48201,voluntary,482013110002
harris,48201,voluntary,482013110003
harris,48201,voluntary,482013110004
harris,48201,voluntary,482013110005
harris,48201,voluntary,482013111001
harris,48201,voluntary,482013111002
harris,48201,voluntary,482013111003
harris,48201,voluntary,482013111004
harris,48201,voluntary,482013112001
harris,48201,voluntary,482013112002
harris,48201,voluntary,482013112003
harris,48201,voluntary,482013113001
harris,48201,voluntary,482013113002
harris,48201,voluntary,482013113003
harris,48201,voluntary,482013114001
harris,48201,voluntary,482013115001
harris,48201,voluntary,482013115002
harris,48201,voluntary,482013115003
harris,48201,voluntary,482013115004
harris,48201,voluntary,482013116001
harris,48201,voluntary,482013116002
harris,48201,voluntary,482013116003
harris,48201,voluntary,482013117001
harris,48201,voluntary,482013117002
harris,48201,voluntary,482013118001
harris,48201,voluntary,482013118002
harris,48201,voluntary,482013118003
harris,48201,voluntary,482013119001
harris,48201,voluntary,482013119002
harris,48201,voluntary,482013120001
harris,48201,voluntary,482013120002
harris,48201,voluntary,482013121001
harris,48201,voluntary,482013122001
harris,48201,voluntary,482013122002
harris,48201,voluntary,482013122003
harris,48201,voluntary,482013123001
harris,48201,voluntary,482013123002
harris,48201,voluntary,482013124001
harris,48201,voluntary,482013124002
harris,48201,voluntary,482013124003
harris,48201,voluntary,482013125001
harris,48201,voluntary,482013125002
harris,48201,voluntary,482013126001
harris,48201,voluntary,482013126002
harris,48201,voluntary,482013126003
harris,48201,voluntary,482013126004
harris,48201,voluntary,482013127001
harris,48201,voluntary,482013127002
harris,48201,voluntary,482013127003
harris,48201,voluntary,482013128001
harris,48201,voluntary,482013128002
harris,48201,voluntary,482013129001
harris,48201,voluntary,482013129002
harris,48201,voluntary,482013130001
harris,48201,voluntary,482013130002
harris,48201,voluntary,482013130003
harris,48201,voluntary,482013131001
harris,48201,voluntary,482013131002
harris,48201,voluntary,482013132001
harris,48201,voluntary,482013132002
harris,48201,voluntary,482013132003
harris,48201,voluntary,482013132004
harris,48201,voluntary,482013133001
harris,48201,voluntary,482013133002
harris,48201,voluntary,482013134001
harris,48201,voluntary,482013134002
harris,48201,voluntary,482013135001
harris,48201,voluntary,482013135002
harris,48201,voluntary,482013135003
harris,48201,voluntary,482013136001
harris,48201,voluntary,482013136002
harris,48201,voluntary,482013136003
harris,48201,voluntary,482013137001
harris,48201,voluntary,482013137002
harris,48201,voluntary,482013138001
harris,48201,voluntary,482013138002
harris,48201,voluntary,482013138003
harris,48201,voluntary,482013138004
harris,48201,voluntary,482013139001
harris,48201,voluntary,482013139002
harris,48201,voluntary,482013139003
harris,48201,voluntary,482013140011
harris,48201,voluntary,482013140012
harris,48201,voluntary,482013140013
harris,48201,voluntary,482013140021
harris,48201,voluntary,482013140022
harris,48201,voluntary,482013140023
harris,48201,voluntary,482013140024
harris,48201,voluntary,482013140025
harris,48201,voluntary,482013143001
harris,48201,voluntary,482013143002
harris,48201,voluntary,482013143003
harris,48201,voluntary,482013144001
harris,48201,voluntary,482013144002
harris,48201,voluntary,482013201001
harris,48201,voluntary,482013201002
harris,48201,voluntary,482013202001
harris,48201,voluntary,482013202002
harris,48201,voluntary,482013202003
harris,48201,voluntary,482013202004
harris,48201,voluntary,482013205001
harris,48201,voluntary,482013205002
harris,48201,voluntary,482013206011
harris,48201,voluntary,482013206021
harris,48201,voluntary,482013206022
harris,48201,voluntary,482013206023
harris,48201,voluntary,482013207001
harris,48201,voluntary,482013207002
harris,48201,voluntary,482013208001
harris,48201,voluntary,482013208002
harris,48201,voluntary,482013208003
harris,48201,voluntary,482013209001
harris,48201,voluntary,482013209002
harris,48201,voluntary,482013209003
harris,48201,voluntary,482013209004
harris,48201,voluntary,482013210001
harris,48201,voluntary,482013210002
harris,48201,voluntary,482013210003
harris,48201,voluntary,482013210004
harris,48201,voluntary,482013210005
harris,48201,voluntary,482013211001
harris,48201,voluntary,482013211002
harris,48201,voluntary,482013211003
harris,48201,voluntary,482013212001
harris,48201,voluntary,482013212002
harris,48201,voluntary,482013213001
harris,48201,voluntary,482013213002
harris,48201,voluntary,482013213003
harris,48201,voluntary,482013214011
harris,48201,voluntary,482013214012
harris,48201,voluntary,482013214021
harris,48201,voluntary,482013214022
harris,48201,voluntary,482013214023
harris,48201,voluntary,482013215001
harris,48201,voluntary,482013216001
harris,48201,voluntary,482013216002
harris,48201,voluntary,482013216003
harris,48201,voluntary,482013216004
harris,48201,voluntary,482013216005
harris,48201,voluntary,482013217001
harris,48201,voluntary,482013217002
harris,48201,voluntary,482013218001
harris,48201,voluntary,482013218002
harris,48201,voluntary,482013219001
harris,48201,voluntary,482013219002
harris,48201,voluntary,482013219003
harris,48201,voluntary,482013219004
harris,48201,voluntary,482013220001
harris,48201,voluntary,482013220002
harris,48201,voluntary,482013220003
harris,48201,voluntary,482013221001
harris,48201,voluntary,482013221002
harris,48201,voluntary,482013221003
harris,48201,voluntary,482013222001
harris,48201,voluntary,482013226001
harris,48201,voluntary,482013226002
harris,48201,voluntary,482013226003
harris,48201,voluntary,482013227001
harris,48201,voluntary,482013227002
harris,48201,voluntary,482013227003
harris,48201,voluntary,482013227004
harris,48201,voluntary,482013228001
harris,48201,voluntary,482013228002
harris,48201,voluntary,482013228003
harris,48201,voluntary,482013228004
harris,48201,voluntary,482013229001
harris,48201,voluntary,482013229002
harris,48201,voluntary,482013229003
harris,48201,voluntary,482013230001
harris,48201,voluntary,482013230002
harris,48201,voluntary,482013230003
harris,48201,voluntary,482013231001
harris,48201,voluntary,482013231002
harris,48201,voluntary,482013232001
harris,48201,voluntary,482013232002
harris,48201,voluntary,482013232003
harris,48201,voluntary,482013232004
harris,48201,voluntary,482013233001
harris,48201,voluntary,482013233002
harris,48201,voluntary,482013234001
harris,48201,voluntary,482013234002
harris,48201,voluntary,482013234003
harris,48201,voluntary,482013234004
harris,48201,voluntary,482013235001
harris,48201,voluntary,482013235002
harris,48201,voluntary,482013235003
harris,48201,voluntary,482013236001
harris,48201,voluntary,482013236002
harris,48201,voluntary,482013236003
harris,48201,voluntary,482013236004
harris,48201,voluntary,482013237011
harris,48201,voluntary,482013237012
harris,48201,voluntary,482013237013
harris,48201,voluntary,482013237021
harris,48201,voluntary,482013237022
harris,48201,voluntary,482013238011
harris,48201,voluntary,482013238012
harris,48201,voluntary,482013238021
harris,48201,voluntary,482013238022
harris,48201,voluntary,482013239001
harris,48201,voluntary,482013239002
harris,48201,voluntary,482013240001
harris,48201,voluntary,482013240002
harris,48201,voluntary,482013241001
harris,48201,voluntary,482013241002
harris,48201,voluntary,482013241003
harris,48201,voluntary,482013241004
harris,48201,voluntary,482013241005
harris,48201,voluntary,482013242001
harris,48201,voluntary,482013301001
harris,48201,voluntary,482013301002
harris,48201,voluntary,482013301003
harris,48201,voluntary,482013301004
harris,48201,voluntary,482013302001
harris,48201,voluntary,482013302002
harris,48201,voluntary,482013303011
harris,48201,voluntary,482013303012
harris,48201,voluntary,482013303021
harris,48201,voluntary,482013303022
harris,48201,voluntary,482013303023
harris,48201,voluntary,482013303031
harris,48201,voluntary,482013303032
harris,48201,voluntary,482013303033
harris,48201,voluntary,482013304001
harris,48201,voluntary,482013304002
harris,48201,voluntary,482013304003
harris,48201,voluntary,482013305001
harris,48201,voluntary,482013305002
harris,48201,voluntary,482013305003
harris,48201,voluntary,482013306001
harris,48201,voluntary,482013306002
harris,48201,voluntary,482013306003
harris,48201,voluntary,482013306004
harris,48201,voluntary,482013307001
harris,48201,voluntary,482013307002
harris,48201,voluntary,482013307003
harris,48201,voluntary,482013308001
harris,48201,voluntary,482013308002
harris,48201,voluntary,482013309001
harris,48201,voluntary,482013309002
harris,48201,voluntary,482013309003
harris,48201,voluntary,482013311001
harris,48201,voluntary,482013311002
harris,48201,voluntary,482013311003
harris,48201,voluntary,482013311004
harris,48201,voluntary,482013312001
harris,48201,voluntary,482013312002
harris,48201,voluntary,482013313001
harris,48201,voluntary,482013313002
harris,48201,voluntary,482013313003
harris,48201,voluntary,482013313004
harris,48201,voluntary,482013314001
harris,48201,voluntary,482013315001
harris,48201,voluntary,482013315002
harris,48201,voluntary,482013315003
harris,48201,voluntary,482013315004
harris,48201,voluntary,482013315005
harris,48201,voluntary,482013315006
harris,48201,voluntary,482013316011
harris,48201,voluntary,482013316012
harris,48201,voluntary,482013316013
harris,48201,voluntary,482013316014
harris,48201,voluntary,482013316021
harris,48201,voluntary,482013316022
harris,48201,voluntary,482013317001
harris,48201,voluntary,482013317002
harris,48201,voluntary,482013317003
harris,48201,voluntary,482013318001
harris,48201,voluntary,482013318002
harris,48201,voluntary,482013319001
harris,48201,voluntary,482013319002
harris,48201,voluntary,482013319003
harris,48201,voluntary,482013320001
harris,48201,voluntary,482013320002
harris,48201,voluntary,482013320003
harris,48201,voluntary,482013320004
harris,48201,voluntary,482013321001
harris,48201,voluntary,482013321002
harris,48201,voluntary,482013322001
harris,48201,voluntary,482013322002
harris,48201,voluntary,482013322003
harris,48201,voluntary,482013323001
harris,48201,voluntary,482013323002
harris,48201,voluntary,482013324001
harris,48201,voluntary,482013324002
harris,48201,voluntary,482013324003
harris,48201,voluntary,482013325001
harris,48201,voluntary,482013325002
harris,48201,voluntary,482013326001
harris,48201,voluntary,482013326002
harris,48201,voluntary,482013326003
harris,48201,voluntary,482013326004
harris,48201,voluntary,482013327001
harris,48201,voluntary,482013327002
harris,48201,voluntary,482013328001
harris,48201,voluntary,482013328002
harris,48201,voluntary,482013328003
harris,48201,voluntary,482013329001
harris,48201,voluntary,482013329002
harris,48201,voluntary,482013330001
harris,48201,voluntary,482013330002
harris,48201,voluntary,482013331001
harris,48201,voluntary,482013331002
harris,48201,voluntary,482013332011
harris,48201,voluntary,482013332012
harris,48201,voluntary,482013332013
harris,48201,voluntary,482013332021
harris,48201,voluntary,482013332022
harris,48201,voluntary,482013332023
harris,48201,voluntary,482013332024
harris,48201,voluntary,482013333001
harris,48201,voluntary,482013333002
harris,48201,voluntary,482013333003
harris,48201,voluntary,482013335001
harris,48201,voluntary,482013335002
harris,48201,voluntary,482013335003
harris,48201,voluntary,482013336001
harris,48201,voluntary,482013336002
harris,48201,voluntary,482013336003
harris,48201,voluntary,482013337001
harris,48201,voluntary,482013337002
harris,48201,voluntary,482013338001
harris,48201,voluntary,482013338002
harris,48201,voluntary,482013338003
harris,48201,voluntary,482013338004
harris,48201,voluntary,482013338005
harris,48201,voluntary,482013339011
harris,48201,voluntary,482013339012
harris,48201,voluntary,482013339021
harris,48201,voluntary,482013339022
harris,48201,voluntary,482013339023
harris,48201,voluntary,482013340011
harris,48201,voluntary,482013340012
harris,48201,voluntary,482013340021
harris,48201,voluntary,482013340022
harris,48201,voluntary,482013340031
harris,48201,voluntary,482013340032
harris,48201,voluntary,482013340033
harris,48201,voluntary,482013341001
harris,48201,voluntary,482013341002
harris,48201,voluntary,482013341003
harris,48201,voluntary,482013341004
harris,48201,voluntary,482013401001
harris,48201,voluntary,482013401002
harris,48201,voluntary,482013402011
harris,48201,voluntary,482013402012
harris,48201,voluntary,482013402021
harris,48201,voluntary,482013402022
harris,48201,voluntary,482013402031
harris,48201,voluntary,482013402032
harris,48201,voluntary,482013403011
harris,48201,voluntary,482013403012
harris,48201,voluntary,482013403021
harris,48201,voluntary,482013403022
harris,48201,voluntary,482013403023
harris,48201,voluntary,482013404001
harris,48201,voluntary,482013405001
harris,48201,voluntary,482013405002
harris,48201,voluntary,482013405003
harris,48201,voluntary,482013405004
harris,48201,voluntary,482013405005
harris,48201,voluntary,482013406001
harris,48201,voluntary,482013406002
harris,48201,voluntary,482013407001
harris,48201,voluntary,482013407002
harris,48201,voluntary,482013407003
harris,48201,voluntary,482013407004
harris,48201,voluntary,482013408001
harris,48201,voluntary,482013408002
harris,48201,voluntary,482013408003
harris,48201,voluntary,482013409001
harris,48201,voluntary,482013409002
harris,48201,voluntary,482013410001
harris,48201,voluntary,482013410002
harris,48201,voluntary,482013410003
harris,48201,voluntary,482013410004
harris,48201,voluntary,482013411001
harris,48201,voluntary,482013411002
harris,48201,voluntary,482013412011
harris,48201,voluntary,482013412012
harris,48201,voluntary,482013412021
harris,48201,voluntary,482013412022
harris,48201,voluntary,482013412023
harris,48201,voluntary,482013412024
harris,48201,voluntary,482013413011
harris,48201,voluntary,482013413012
harris,48201,voluntary,482013413013
harris,48201,voluntary,482013413021
harris,48201,voluntary,482013413022
harris,48201,voluntary,482013414001
harris,48201,voluntary,482013414002
harris,48201,voluntary,482013414003
harris,48201,voluntary,482013415011
harris,48201,voluntary,482013415012
harris,48201,voluntary,482013415013
harris,48201,voluntary,482013415021
harris,48201,voluntary,482013415022
harris,48201,voluntary,482013416001
harris,48201,voluntary,482013416002
harris,48201,voluntary,482013416003
harris,48201,voluntary,482013417001
harris,48201,voluntary,482013417002
harris,48201,voluntary,482013417003
harris,48201,voluntary,482013418001
harris,48201,voluntary,482013418002
harris,48201,voluntary,482013420011
harris,48201,voluntary,482013420012
harris,48201,voluntary,482013420013
harris,48201,voluntary,482013420021
harris,48201,voluntary,482013421001
harris,48201,voluntary,482013421002
harris,48201,voluntary,482013422001
harris,48201,voluntary,482013422002
harris,48201,voluntary,482013422003
harris,48201,voluntary,482013423001
harris,48201,voluntary,482013423002
harris,48201,voluntary,482013423003
harris,48201,voluntary,482013424001
harris,48201,voluntary,482013424002
harris,48201,voluntary,482013425001
harris,48201,voluntary,482013425002
harris,48201,voluntary,482013425003
harris,48201,voluntary,482013427001
harris,48201,voluntary,482013427002
harris,48201,voluntary,482013427003
harris,48201,voluntary,482013428001
harris,48201,voluntary,482013428002
harris,48201,voluntary,482013429001
harris,48201,voluntary,482013429002
harris,48201,voluntary,482013429003
harris,48201,voluntary,482013430001
harris,48201,voluntary,482013430002
harris,48201,voluntary,482013430003
harris,48201,voluntary,482013431001
harris,48201,voluntary,482013431002
harris,48201,voluntary,482013431003
harris,48201,voluntary,482013432001
harris,48201,voluntary,482013432002
harris,48201,voluntary,482013433011
harris,48201,voluntary,482013433012
harris,48201,voluntary,482013433013
harris,48201,voluntary,482013433021
harris,48201,voluntary,482013433022
harris,48201,voluntary,482013436001
harris,48201,voluntary,482013436002
harris,48201,voluntary,482013436003
harris,48201,voluntary,482013437001
harris,48201,voluntary,482013437002
harris,48201,voluntary,482013437003
harris,48201,voluntary,482013501001
harris,48201,voluntary,482013501002
harris,48201,voluntary,482013502001
harris,48201,voluntary,482013502002
harris,48201,voluntary,482013502003
harris,48201,voluntary,482013502004
harris,48201,voluntary,482013503001
harris,48201,voluntary,482013503002
harris,48201,voluntary,482013503003
harris,48201,voluntary,482013503004
harris,48201,voluntary,482013504001
harris,48201,voluntary,482013504002
harris,48201,voluntary,482013504003
harris,48201,voluntary,482013505001
harris,48201,voluntary,482013505002
harris,48201,voluntary,482013505003
harris,48201,voluntary,482013505004
harris,48201,voluntary,482013506011
harris,48201,voluntary,482013506012
harris,48201,voluntary,482013506021
harris,48201,voluntary,482013506022
harris,48201,voluntary,482013506023
harris,48201,voluntary,482013507001
harris,48201,voluntary,482013507002
harris,48201,voluntary,482013508011
harris,48201,voluntary,482013508012
harris,48201,voluntary,482013508013
harris,48201,voluntary,482013508021
harris,48201,voluntary,482013508022
harris,48201,voluntary,482014101001
harris,48201,voluntary,482014101002
harris,48201,voluntary,482014102001
harris,48201,voluntary,482014102002
harris,48201,voluntary,482014102003
harris,48201,voluntary,482014103001
harris,48201,voluntary,482014103002
harris,48201,voluntary,482014103003
harris,48201,voluntary,482014104011
harris,48201,voluntary,482014104012
harris,48201,voluntary,482014104013
harris,48201,voluntary,482014104021
harris,48201,voluntary,482014104022
harris,48201,voluntary,482014105001
harris,48201,voluntary,482014105002
harris,48201,voluntary,482014105003
harris,48201,voluntary,482014105004
harris,48201,voluntary,482014106001
harris,48201,voluntary,482014106002
harris,48201,voluntary,482014107011
harris,48201,voluntary,482014107012
harris,48201,voluntary,482014107013
harris,48201,voluntary,482014107014
harris,48201,voluntary,482014107021
harris,48201,voluntary,482014107022
harris,48201,voluntary,482014108001
harris,48201,voluntary,482014108002
harris,48201,voluntary,482014108003
harris,48201,voluntary,482014109001
harris,48201,voluntary,482014109002
harris,48201,voluntary,482014109003
harris,48201,voluntary,482014110001
harris,48201,voluntary,482014110002
harris,48201,voluntary,482014110003
harris,48201,voluntary,482014111001
harris,48201,voluntary,482014111002
harris,48201,voluntary,482014111003
harris,48201,voluntary,482014112001
harris,48201,voluntary,482014112002
harris,48201,voluntary,482014113001
harris,48201,voluntary,482014113002
harris,48201,voluntary,482014113003
harris,48201,voluntary,482014114001
harris,48201,voluntary,482014114002
harris,48201,voluntary,482014114003
harris,48201,voluntary,482014115011
harris,48201,voluntary,482014115012
harris,48201,voluntary,482014115013
harris,48201,voluntary,482014115021
harris,48201,voluntary,482014115022
harris,48201,voluntary,482014115023
harris,48201,voluntary,482014115024
harris,48201,voluntary,482014116001
harris,48201,voluntary,482014116002
harris,48201,voluntary,482014117001
harris,48201,voluntary,482014117002
harris,48201,voluntary,482014118001
harris,48201,voluntary,482014118002
harris,48201,voluntary,482014118003
harris,48201,voluntary,482014118004
harris,48201,voluntary,482014119001
harris,48201,voluntary,482014119002
harris,48201,voluntary,482014119003
harris,48201,voluntary,482014120001
harris,48201,voluntary,482014120002
harris,48201,voluntary,482014120003
harris,48201,voluntary,482014121001
harris,48201,voluntary,482014122001
harris,48201,voluntary,482014122002
harris,48201,voluntary,482014122003
harris,48201,voluntary,482014122004
harris,48201,voluntary,482014123001
harris,48201,voluntary,482014123002
harris,48201,voluntary,482014123003
harris,48201,voluntary,482014123004
harris,48201,voluntary,482014123005
harris,48201,voluntary,482014124001
harris,48201,voluntary,482014124002
harris,48201,voluntary,482014124003
harris,48201,voluntary,482014124004
harris,48201,voluntary,482014125001
harris,48201,voluntary,482014125002
harris,48201,voluntary,482014126001
harris,48201,voluntary,482014126002
harris,48201,voluntary,482014126003
harris,48201,voluntary,482014127001
harris,48201,voluntary,482014127002
harris,48201,voluntary,482014128001
harris,48201,voluntary,482014128002
harris,48201,voluntary,482014128003
harris,48201,voluntary,482014129001
harris,48201,voluntary,482014129002
harris,48201,voluntary,482014129003
harris,48201,voluntary,482014130001
harris,48201,voluntary,482014130002
harris,48201,voluntary,482014131001
harris,48201,voluntary,482014131002
harris,48201,voluntary,482014131003
harris,48201,voluntary,482014132011
harris,48201,voluntary,482014132012
harris,48201,voluntary,482014132021
harris,48201,voluntary,482014132022
harris,48201,voluntary,482014133001
harris,48201,voluntary,482014133002
harris,48201,voluntary,482014133003
harris,48201,voluntary,482014133004
harris,48201,voluntary,482014133005
harris,48201,voluntary,482014201001
harris,48201,voluntary,482014201002
harris,48201,voluntary,482014202001
harris,48201,voluntary,482014202002
harris,48201,voluntary,482014203001
harris,48201,voluntary,482014203002
harris,48201,voluntary,482014203003
harris,48201,voluntary,482014204001
harris,48201,voluntary,482014204002
harris,48201,voluntary,482014204003
harris,48201,voluntary,482014205001
harris,48201,voluntary,482014205002
harris,48201,voluntary,482014205003
harris,48201,voluntary,482014206001
harris,48201,voluntary,482014206002
harris,48201,voluntary,482014207001
harris,48201,voluntary,482014207002
harris,48201,voluntary,482014207003
harris,48201,voluntary,482014208001
harris,48201,voluntary,482014208002
harris,48201,voluntary,482014208003
harris,48201,voluntary,482014209001
harris,48201,voluntary,482014209002
harris,48201,voluntary,482014209003
harris,48201,voluntary,482014209004
harris,48201,voluntary,482014210001
harris,48201,voluntary,482014210002
harris,48201,voluntary,482014211011
harris,48201,voluntary,482014211012
harris,48201,voluntary,482014211021
harris,48201,voluntary,482014211022
harris,48201,voluntary,482014211023
harris,48201,voluntary,482014212011
harris,48201,voluntary,482014212012
harris,48201,voluntary,482014212013
harris,48201,voluntary,482014212021
harris,48201,voluntary,482014212022
harris,48201,voluntary,482014212023
harris,48201,voluntary,482014213001
harris,48201,voluntary,482014213002
harris,48201,voluntary,482014213003
harris,48201,voluntary,482014214011
harris,48201,voluntary,482014214012
harris,48201,voluntary,482014214021
harris,48201,voluntary,482014214022
harris,48201,voluntary,482014214031
harris,48201,voluntary,482014214032
harris,48201,voluntary,482014214033
harris,48201,voluntary,482014215001
harris,48201,voluntary,482014215002
harris,48201,voluntary,482014215003
harris,48201,voluntary,482014215004
harris,48201,voluntary,482014216001
harris,48201,voluntary,482014216002
harris,48201,voluntary,482014216003
harris,48201,voluntary,482014216004
harris,48201,voluntary,482014217001
harris,48201,voluntary,482014217002
harris,48201,voluntary,482014217003
harris,48201,voluntary,482014217004
harris,48201,voluntary,482014218001
harris,48201,voluntary,482014218002
harris,48201,voluntary,482014218003
harris,48201,voluntary,482014218004
harris,48201,voluntary,482014219001
harris,48201,voluntary,482014219002
harris,48201,voluntary,482014219003
harris,48201,voluntary,482014220001
harris,48201,voluntary,482014220002
harris,48201,voluntary,482014220003
harris,48201,voluntary,482014221001
harris,48201,voluntary,482014221002
harris,48201,voluntary,482014221003
harris,48201,voluntary,482014221004
harris,48201,voluntary,482014221005
harris,48201,voluntary,482014222001
harris,48201,voluntary,482014222002
harris,48201,voluntary,482014222003
harris,48201,voluntary,482014223011
harris,48201,voluntary,482014223012
harris,48201,voluntary,482014223013
harris,48201,voluntary,482014223014
harris,48201,voluntary,482014223021
harris,48201,voluntary,482014224011
harris,48201,voluntary,482014224012
harris,48201,voluntary,482014224013
harris,48201,voluntary,482014224021
harris,48201,voluntary,482014224022
harris,48201,voluntary,482014224023
harris,48201,voluntary,482014224024
harris,48201,voluntary,482014225001
harris,48201,voluntary,482014225002
harris,48201,voluntary,482014225003
harris,48201,voluntary,482014225004
harris,48201,voluntary,482014226001
harris,48201,voluntary,482014226002
harris,48201,voluntary,482014226003
harris,48201,voluntary,482014226004
harris,48201,voluntary,482014227011
harris,48201,voluntary,482014227012
harris,48201,voluntary,482014227013
harris,48201,voluntary,482014227021
harris,48201,voluntary,482014227022
harris,48201,voluntary,482014228001
harris,48201,voluntary,482014228002
harris,48201,voluntary,482014228003
harris,48201,voluntary,482014228004
harris,48201,voluntary,482014229001
harris,48201,voluntary,482014229002
harris,48201,voluntary,482014230001
harris,48201,voluntary,482014230002
harris,48201,voluntary,482014230003
harris,48201,voluntary,482014231001
harris,48201,voluntary,482014231002
harris,48201,voluntary,482014232011
harris,48201,voluntary,482014232012
harris,48201,voluntary,482014232021
harris,48201,voluntary,482014232022
harris,48201,voluntary,482014232023
harris,48201,voluntary,482014233011
harris,48201,voluntary,482014233012
harris,48201,voluntary,482014233013
harris,48201,voluntary,482014233021
harris,48201,voluntary,482014233022
harris,48201,voluntary,482014233023
harris,48201,voluntary,482014234011
harris,48201,voluntary,482014234012
harris,48201,voluntary,482014234013
harris,48201,voluntary,482014234021
harris,48201,voluntary,482014234022
harris,48201,voluntary,482014235001
harris,48201,voluntary,482014236001
harris,48201,voluntary,482014236002
harris,48201,voluntary,482014236003
harris,48201,voluntary,482014236004
harris,48201,voluntary,482014301001
harris,48201,voluntary,482014301002
harris,48201,voluntary,482014301003
harris,48201,voluntary,482014301004
harris,48201,voluntary,482014301005
harris,48201,voluntary,482014302001
harris,48201,voluntary,482014303001
harris,48201,voluntary,482014303002
harris,48201,voluntary,482014303003
harris,48201,voluntary,482014304001
harris,48201,voluntary,482014304002
harris,48201,voluntary,482014305001
harris,48201,voluntary,482014305002
harris,48201,voluntary,482014306001
harris,48201,voluntary,482014306002
harris,48201,voluntary,482014307001
harris,48201,voluntary,482014307002
harris,48201,voluntary,482014307003
harris,48201,voluntary,482014308001
harris,48201,voluntary,482014308002
harris,48201,voluntary,482014309001
harris,48201,voluntary,482014309002
harris,48201,voluntary,482014309003
harris,48201,voluntary,482014309004
harris,48201,voluntary,482014310001
harris,48201,voluntary,482014310002
harris,48201,voluntary,482014310003
harris,48201,voluntary,482014310004
harris,48201,voluntary,482014311011
harris,48201,voluntary,482014311012
harris,48201,voluntary,482014311013
harris,48201,voluntary,482014311021
harris,48201,voluntary,482014311022
harris,48201,voluntary,482014312011
harris,48201,voluntary,482014312012
harris,48201,voluntary,482014312021
harris,48201,voluntary,482014312022
harris,48201,voluntary,482014312023
harris,48201,voluntary,482014312024
harris,48201,voluntary,482014313011
harris,48201,voluntary,482014313012
harris,48201,voluntary,482014313013
harris,48201,voluntary,482014313021
harris,48201,voluntary,482014313022
harris,48201,voluntary,482014313023
harris,48201,voluntary,482014314011
harris,48201,voluntary,482014314012
harris,48201,voluntary,482014314021
harris,48201,voluntary,482014314022
harris,48201,voluntary,482014315011
harris,48201,voluntary,482014315012
harris,48201,voluntary,482014315013
harris,48201,voluntary,482014315021
harris,48201,voluntary,482014315022
harris,48201,voluntary,482014315023
harris,48201,voluntary,482014316001
harris,48201,voluntary,482014316002
harris,48201,voluntary,482014316003
harris,48201,voluntary,482014317001
harris,48201,voluntary,482014317002
harris,48201,voluntary,482014317003
harris,48201,voluntary,482014318011
harris,48201,voluntary,482014318012
harris,48201,voluntary,482014318013
harris,48201,voluntary,482014318021
harris,48201,voluntary,482014318022
harris,48201,voluntary,482014319001
harris,48201,voluntary,482014319002
harris,48201,voluntary,482014320011
harris,48201,voluntary,482014320012
